id,ps_x,ps_y,ps_orient,ps_vp,ps_vc,ps_of1,ps_of2,ps_of3,ps_det,ps_col,sivic_x,sivic_y,sivic_orient,sivic_vp,sivic_vc,sivic_of1,sivic_of2,sivic_of3,sivic_det,sivic_col,sivic_conf,theory_of1,big_diff
215,48.176868,48,155.612045,1,16.33762,0.363021,0.062085,0,1,1,234.523132,303.75,-24.387955,1,58.815432,0.515018,4,0,0,1,0.35,0.61876,0
216,48.183594,48,155.697773,1.00446,16.37644,0.357285,0.060853,0,1,1,234.516406,303.75,-24.302227,1.00446,58.955184,0.475928,0.141944,0,1,1,0.2,0.627356,0
217,48.345597,47.253709,142.594082,1,18.179157,0.073113,0.127859,0,0,1,234.354403,304.496291,-37.405918,1,65.444965,0.66564,4,0.217117,0,1,0.4,0.701474,0
218,48.388158,47.250924,142.559276,1.000195,18.181962,0.015024,0.129786,0,0,1,234.311842,304.499076,-37.440724,1.000195,65.455063,0.687919,4,0.170114,0,1,0.2,0.704182,0
219,48.913139,40.820125,72.468704,2.8767,17.595121,0.058472,0.059611,0.126984,1,1,233.786861,310.929875,-107.531296,2.8767,63.342436,3.796503,0.546312,0,1,0,0.4,6.31537,0
220,49.199843,39.89608,103.738456,3.243128,16.357785,0.167712,0.062207,0.356681,1,1,233.500157,311.85392,-76.261544,3.243128,58.888026,2.445144,0.374132,0,1,0,0.2,8.155132,0
221,49.203423,39.899524,104.031857,3.231519,16.373816,0.12126,0.06509,0.259009,1,1,233.496577,311.850476,-75.968143,3.231519,58.945738,2.270882,0.374132,0,1,0,0.2,8.117854,0
222,49.293745,45.832702,108.534557,1.190844,17.999374,0.087574,0.062212,0,1,1,233.406255,305.917298,-71.465443,1.190844,64.797746,0.292223,0.190122,0,1,1,0.25,3.191182,0
223,49.295461,45.843046,108.541618,1.236869,18.025462,0.19121,0.057839,0,1,1,233.404539,305.906954,-71.458382,1.236869,64.891663,0.371887,0.286457,0,1,0,0.2,3.146435,0
224,49.299041,45.846489,108.835019,1.225261,18.041493,0.174043,0.055242,0,1,1,233.400959,305.903511,-71.164981,1.225261,64.949375,0.318569,0.190121,0,0,1,0.2,3.137266,0
225,49.591609,43.172448,108.248157,2.723954,20.731448,0.328018,0.048154,0,0,1,233.108391,308.577552,-71.751843,2.723954,74.633213,1.373649,0.180352,0,1,0,0.25,5.010208,0
226,49.591619,43.176781,108.250675,2.72418,20.715631,0.340795,0.04795,0,0,1,233.108381,308.573219,-71.749325,2.72418,74.576272,1.383266,4,0,0,0,0.35,5.004306,0
227,49.595997,43.132254,107.499023,2.60304,21.039502,0.063371,0.161025,0.035019,0,1,233.104003,308.617746,-72.500977,2.60304,75.742207,0.899648,4,0.933718,0,0,0.4,5.214572,0
228,49.59687,43.128235,109.348325,2.692689,21.004479,0.09595,4,0,0,1,233.10313,308.621765,-70.651675,2.692689,75.616124,1.000845,4,1.368405,0,0,0.3,4.988991,0
229,50.665225,41.603889,64.288882,3.452452,23.704371,0.093766,0.045388,0.195977,0,1,232.034775,310.146111,-115.711118,3.452452,85.335736,1.595483,0.208647,0.142545,1,0,0.15,4.69894,0
230,50.673142,41.734217,60.811596,3.448839,23.424538,0.037499,0.046017,0.190896,0,1,232.026858,310.015783,-119.188404,3.448839,84.328337,1.849567,0.32039,0.776319,1,0,0.15,4.076941,0
231,50.673603,41.732199,60.757124,3.448999,23.424266,0.045831,0.046012,0.177182,0,1,232.026397,310.017801,-119.242876,3.448999,84.327358,1.85161,0.320382,0.757727,1,0,0.1,4.071853,0
232,50.67702,41.666664,62.585247,3.460087,23.59944,0.08177,0.060255,0.07564,0,1,232.02298,310.083336,-117.414753,3.460087,84.957984,1.716653,0.2415,0.15741,1,0,0.2,4.387228,0
233,50.684438,41.708005,61.906191,3.45642,23.593837,0.071018,0.06401,0.133261,0,1,232.015562,310.041995,-118.093809,3.45642,84.937813,1.746398,0.302513,0.94277,1,0,0.2,4.2632,0
234,50.714211,36.382308,82.86771,4.314697,18.022384,0.032301,0.079563,0.058638,1,1,231.985789,315.367692,-97.13229,4.314697,64.880582,6.967296,0.804969,0,1,0,0.2,11.631702,1
235,50.984192,45.171685,126.43293,1.852167,19.0824,0.146078,0.167365,0,0,1,231.715808,306.578315,-53.56707,1.852167,68.69664,0.488352,4,0,0,0,0.65,2.099478,0
236,50.984339,45.171526,126.446373,1.85217,19.081386,0.14566,0.167454,0,0,1,231.715661,306.578474,-53.553627,1.85217,68.69299,0.486735,4,0,0,0,0.55,2.09855,0
237,51.003026,45.159261,126.75307,1.851861,19.103581,0.132106,4,0,0,1,231.696974,306.590739,-53.24693,1.851861,68.772892,0.447535,4,0,0,0,0.55,2.092986,0
238,51.231422,41.816869,66.429918,1.412084,10.927088,0.577817,0.179858,0.012091,1,1,231.468578,309.933131,-113.570082,1.412084,39.337517,1.365579,0.374151,0.286301,1,1,0.2,5.1712,0
239,51.817039,45.010145,73.45761,1,12.675028,0.227515,0.080676,0,1,1,230.882961,306.739855,-106.54239,1,45.630101,0.21311,0.190119,0.927225,1,1,0.15,3.729533,0
240,51.819014,45.020803,73.47397,1,12.682683,0.237269,0.080947,0,1,1,230.880986,306.729197,-106.52603,1,45.657659,0.204787,0.105117,0.938899,1,1,0.2,3.72096,0
241,51.819925,45.010966,73.461423,1,12.685454,0.225757,0.081021,0,1,1,230.880075,306.739034,-106.538577,1,45.667634,0.209289,0.190119,0.941477,1,1,0.2,3.730091,0
242,51.819957,45.010419,73.461496,1,12.68538,0.225223,0.08102,0,1,1,230.880043,306.739581,-106.538504,1,45.667368,0.209726,0.286455,0.940998,1,1,0.15,3.730636,0
243,51.819995,45.011724,73.464244,1,12.675522,0.229274,0.080666,0,1,1,230.880005,306.738276,-106.535756,1,45.631879,0.214486,0.190119,0.918258,1,1,0.2,3.728424,0
244,51.922053,44.728185,73.151189,1,12.56069,0.013744,0.081487,0,1,1,230.777947,307.021815,-106.848811,1,45.218484,0.360797,0.238276,0.207776,1,1,0.25,3.973668,0
245,51.922054,44.7282,73.151311,1,12.560735,0.013691,0.081471,0,1,1,230.777946,307.0218,-106.848689,1,45.218646,0.556553,0.067826,0.207883,1,1,0.15,3.973668,0
246,52.817045,38.955165,67.800534,4.594131,23.43733,0.520011,0.046504,0.111467,0,1,229.882955,312.794835,-112.199466,4.594131,84.374388,5.476548,0.668208,0,1,0,0.15,6.240457,0
247,52.819383,38.941664,67.800347,4.593851,23.434767,0.507515,0.046539,0.092159,0,1,229.880617,312.808336,-112.199653,4.593851,84.365161,5.480499,0.643465,0,1,0,0.25,6.253302,0
248,52.839343,39.066842,68.072756,4.574769,23.347921,0.639789,0.046623,0.014366,0,1,229.860657,312.683158,-111.927244,4.574769,84.052516,5.684988,0.6973,0,1,0,0.25,6.183419,1
249,52.948845,39.271516,76.130446,4.543706,23.600206,0.853156,0.056652,0.002578,0,1,229.751155,312.478484,-103.869554,4.543706,84.960742,5.14563,0.575463,0,1,0,0.3,7.71076,0
250,53.204358,41.272474,85.584841,2.433306,17.148081,0.107614,0.062822,0.241149,1,1,229.495642,310.477526,-94.415159,2.433306,61.733092,2.692619,0.485313,0,1,0,0.1,8.049913,0
251,53.20718,41.272225,85.543085,2.433303,17.144088,0.119519,0.063486,0.037728,1,1,229.49282,310.477775,-94.456915,2.433303,61.718717,2.889639,0.419438,0,1,0,0.2,8.043594,0
252,53.211772,41.270157,85.534302,2.433391,17.148391,0.113179,0.06328,0.107325,1,1,229.488228,310.479843,-94.465698,2.433391,61.734208,2.886391,0.419438,0,1,0,0.15,8.044395,0
253,53.247771,44.827658,160,4.763589,17.536334,0.091786,4,0,0,1,229.452229,306.922342,-20,4.763589,63.130802,0.246201,4,0.544865,0,1,0.35,7.073834,0
254,53.484067,41.185873,86.916529,2.434751,17.15999,0.049888,0.068799,0.005712,1,1,229.215933,310.564127,-93.083471,2.434751,61.775964,2.654065,0.427952,0,1,0,0.2,8.338243,0
255,53.507164,38.596319,67.790034,4.598227,23.649604,0.20993,0.047934,0.254712,0,1,229.192836,313.153681,-112.209966,4.598227,85.138574,4.875982,0.643363,0,1,0,0.15,6.581502,0
256,53.514842,41.1931,86.924936,2.432453,17.201079,0.030872,0.064506,0.300814,1,1,229.185158,310.5569,-93.075064,2.432453,61.923884,2.636006,0.427952,0,1,0,0.2,8.333932,0
257,53.519541,38.564706,67.789546,4.59817,23.644823,0.186289,0.048691,0.196853,0,1,229.180459,313.185294,-112.210454,4.59817,85.121363,4.88668,0.668588,0,1,0,0.2,6.610684,0
258,53.525235,37.722969,66.790504,4.856597,23.540802,0.006858,0.077392,0.129763,0,1,229.174765,314.027031,-113.209496,4.856597,84.746887,5.350956,0.643325,0,1,0,0.35,6.872596,1
259,53.6042,41.499828,88.682799,2.43204,17.113703,0.353562,0.063624,0,1,1,229.0958,310.250172,-91.317201,2.43204,61.609331,3.66757,0.485224,0,1,0,0.2,8.296048,0
260,57.441811,46.949921,157.601845,2.009447,21.91379,0.024555,0.113528,0,0,1,225.258189,304.800079,-22.398155,2.009447,78.889644,0.662128,4,0.10813,0,1,0.35,1.650421,0
261,57.753646,47.726168,154.285998,1,22.054697,0.025224,0.412725,0,0,1,224.946354,304.023832,-25.714002,1,79.396909,0.80979,4,0.136619,0,1,0.6,0.059156,0
262,57.831635,42.39982,152.122497,3.216745,10.643683,0.062103,4,0,0,1,224.868365,309.35018,-27.877503,3.216745,38.317259,0.998942,4,0.226458,0,1,0.15,5.780345,0
263,57.880778,42.62031,151.100559,3.300313,10.149661,0.907703,0.094164,0,1,1,224.819222,309.12969,-28.899441,3.300313,36.53878,0.475805,4,0.018838,0,1,0.6,6.661148,0
264,58.226131,40.540708,96.463013,2.07868,14.400004,0.034038,0.083041,0.260543,1,1,224.473869,311.209292,-83.536987,2.07868,51.840014,1.514241,0.334597,0,1,0,0.15,8.631034,0
265,58.227409,40.540565,96.462528,2.078622,14.399929,0.035297,0.083155,0.246089,1,1,224.472591,311.209435,-83.537472,2.078622,51.839744,1.514549,0.334625,0,1,0,0.15,8.631233,0
266,58.312613,44.20114,124.368088,1.515714,15.017072,0.012355,4,0,0,1,224.387387,307.54886,-55.631912,1.515714,54.061459,0.560864,4,0,0,0,0.4,2.72826,0
267,58.439948,40.543504,96.427418,2.079931,14.415503,0.029695,0.093644,0.084471,1,1,224.260052,311.206496,-83.572582,2.079931,51.895811,1.584197,0.241353,0,1,0,0.15,8.63015,0
268,58.483393,40.511563,96.431631,2.086914,14.432006,0.004686,0.092258,0.212098,1,1,224.216607,311.238437,-83.568369,2.086914,51.955222,1.586483,0.320392,0,1,0,0.25,8.659276,0
269,58.56372,44.106068,150.605694,3.056441,14.494477,0.43723,0.224898,0,0,1,224.13628,307.643932,-29.394306,3.056441,52.180117,0.650375,4,0,0,0,0.55,3.80424,0
270,58.568375,46.704434,115.718748,1.474591,20.29645,1.625764,0.176211,0,0,0,224.131625,305.045566,-64.281252,1.474591,73.06722,2.803664,0.374093,0,1,0,0.35,1.561823,0
271,59.090919,45.265066,135.902204,1.198259,14.24798,0.274594,0.068318,0,1,1,223.609081,306.484934,-44.097796,1.198259,51.292728,0.903453,0.058443,0.3728,1,1,0.1,1.361416,0
272,59.462887,45.131419,88.216814,1.037043,16.592887,0.069261,0.060449,0,1,1,223.237113,306.618581,-91.783186,1.037043,59.734393,0.666392,0.158932,0,1,0,0.2,4.745318,0
273,59.462914,45.135125,88.215387,1.037301,16.592886,0.07326,0.060415,0,1,1,223.237086,306.614875,-91.784613,1.037301,59.73439,0.669802,0.238289,0,1,0,0.25,4.741474,0
274,59.462926,45.143134,88.239724,1.03734,16.591982,0.081199,0.060481,0,1,1,223.237074,306.606866,-91.760276,1.03734,59.731135,0.671766,0.238289,0,1,0,0.15,4.735116,0
275,59.462931,45.133022,88.218611,1.037122,16.592649,0.071255,0.060362,0,1,1,223.237069,306.616978,-91.781389,1.037122,59.733536,0.668004,0.158932,0,1,0,0.4,4.743819,0
276,59.557673,45.169632,88.521284,1.032842,16.714055,0.062161,0.084173,0,1,1,223.142327,306.580368,-91.478716,1.032842,60.170598,0.634292,0.158929,0,1,0,0.2,4.729196,0
277,59.590369,45.129182,122.27705,2.35809,20.343759,1.831676,0.152616,0,0,0,223.109631,306.620818,-57.72295,2.35809,73.237532,6.935036,1.429918,0,0,0,0.25,1.509465,1
278,59.590987,45.190676,122.160113,2.355227,20.443103,1.869867,0.151206,0,0,0,223.109013,306.559324,-57.839887,2.355227,73.595171,6.74801,1.429918,0,0,0,0.3,1.477421,0
279,59.902348,38.896965,101.51989,2.700978,15.189143,0.194362,0.068337,0.023049,1,1,222.797652,312.853035,-78.48011,2.700978,54.680915,3.584421,0.478999,0,1,0,0.25,9.287164,0
280,60.002608,38.877831,101.661383,2.701792,15.194814,0.183337,0.072104,0.110545,1,1,222.697392,312.872169,-78.338617,2.701792,54.70133,3.625514,0.427943,0,1,0,0.3,9.281163,0
281,60.128388,39.924168,145.045468,3.273627,10.029648,0.043822,4,0.049517,0,1,222.571612,311.825832,-34.954532,3.273627,36.106733,1.297675,4,0.543823,0,1,0.4,3.390426,0
282,61.024178,46.171165,156.906596,3.283354,24.952753,0.186127,0.097363,0,0,1,221.675822,305.578835,-23.093404,3.283354,89.829911,0.451076,4,0,0,1,0.55,3.174322,0
283,61.061845,40.312039,89.235632,2.436088,16.888345,0.349512,0.05967,0,1,1,221.638155,311.437961,-90.764368,2.436088,60.798042,6.419238,0.816204,0,1,0,0.2,9.550656,1
284,61.067957,40.311626,89.210896,2.436741,16.91008,0.342985,0.085033,0.005226,1,1,221.632043,311.438374,-90.789104,2.436741,60.876288,6.39149,0.697095,0,1,0,0.2,9.546761,1
285,61.169946,40.344649,92.819726,2.410588,17.628237,0.157657,0.07908,0.173314,1,1,221.530054,311.405351,-87.180274,2.410588,63.461653,4.00197,0.623535,0,1,0,0.3,9.293157,0
286,61.171052,40.347857,93.227099,2.410151,17.61776,0.15302,0.077768,0.40994,1,1,221.528948,311.402143,-86.772901,2.410151,63.423936,3.957288,0.589479,0,1,0,0.3,9.237544,0
287,61.182772,46.195399,160,3.34574,23.672606,0.019933,4,0,0,1,221.517228,305.554601,-20,3.34574,85.221382,0.75765,4,0.082973,0,1,0.75,3.915158,0
288,61.707291,47.139749,159.844289,2.625042,22.559649,0.574464,0.049131,0,0,1,220.992709,304.610251,-20.155711,2.625042,81.214736,0.403913,4,0,0,1,0.7,3.600754,0
289,61.904688,47.169716,159.847713,2.604305,22.485839,0.603031,0.048443,0,0,1,220.795312,304.580284,-20.152287,2.604305,80.94902,0.382285,4,0,0,1,0.45,3.622685,0
290,61.968882,44.228373,130.546785,2.082311,20.197782,0.017635,4,0,0,1,220.731118,307.521627,-49.453215,2.082311,72.712015,0.938948,0.119415,0,1,0,0.3,1.91658,0
291,62.394492,43.083705,77.175901,1.301101,14.27135,0.044962,0.071561,0,1,1,220.305508,308.666295,-102.824099,1.301101,51.37686,0.965031,0.212788,0,1,0,0.2,5.529207,0
292,62.489234,43.120314,77.478573,1.296821,14.392756,0.066077,0.078634,0,1,1,220.210766,308.629686,-102.521427,1.296821,51.813922,0.780704,0.212788,0,1,0,0.15,5.539989,0
293,62.490219,43.119743,77.461435,1.296821,14.393907,0.066561,0.078513,0,1,1,220.209781,308.630257,-102.538565,1.296821,51.818065,0.78006,0.212768,0,1,0,0.2,5.538868,0
294,62.490405,43.119885,77.486476,1.296821,14.393418,0.06581,0.078487,0,1,1,220.209595,308.630115,-102.513524,1.296821,51.816305,0.780441,0.138186,0,1,0,0.15,5.541292,0
295,62.490432,43.119673,77.475562,1.296821,14.394145,0.065896,0.078364,0,1,1,220.209568,308.630327,-102.524438,1.296821,51.818922,0.780049,0.527296,0,0,0,0.3,5.54044,0
296,62.547237,47.974468,150.956285,1,24.99353,0.354526,0.039982,0,0,1,220.152763,303.775532,-29.043715,1,89.976708,0.462346,4,0,0,1,0.55,0.120808,0
297,62.597574,47.984526,150.963337,1,24.994502,0.37465,0.039833,0,0,1,220.102426,303.765474,-29.036663,1,89.980207,0.469477,4,0,0,1,0.35,0.138307,0
298,62.608047,47.974659,150.958336,1,24.979605,0.353158,0.040277,0,0,1,220.091953,303.775341,-29.041664,1,89.926578,0.503557,4,0,0,1,0.5,0.130416,0
299,62.81452,46.365698,120.259385,1.006057,24.083767,0.233701,0.061564,0,0,1,219.88548,305.384302,-59.740615,1.006057,86.701561,1.009814,0.171754,0.762123,1,1,0.15,2.357679,0
300,62.825394,46.378022,120.695242,1,24.096249,0.233675,0.060573,0,0,1,219.874606,305.371978,-59.304758,1,86.746496,0.640339,0.258921,0.815945,1,1,0.15,2.336469,0
301,63.040007,41.693241,54.238498,3.177086,24.528248,0.074305,0.04428,0,0,1,219.659993,310.056759,-125.761502,3.177086,88.301693,4.795517,0.668379,0,1,0,0.2,2.963952,0
302,63.152689,48,160,1,25,0.104887,0.395783,0,0,1,219.547311,303.75,-20,1,90,0.877417,4,0.440373,0,1,0.25,0.343649,0
303,63.41231,41.771818,52.125438,3.214728,24.716161,0.08773,0.046072,0,0,1,219.28769,309.978182,-127.874562,3.214728,88.97818,4.717635,0.668393,0,1,0,0.15,2.575086,0
304,63.891782,41.721,55.754499,3.187441,24.693108,0.295001,0.047293,0,0,1,218.808218,310.029,-124.245501,3.187441,88.895189,5.495853,0.668326,0,1,0,0.25,3.073787,1
305,64.293355,47.349015,151.300661,1,24.068148,0.216114,0.040953,0,0,1,218.406645,304.400985,-28.699339,1,86.645333,0.907734,0.215305,0.462969,1,1,0.15,0.353619,0
306,64.308562,47.354455,151.261761,1,23.995095,0.199656,0.043675,0,0,1,218.391438,304.395545,-28.738239,1,86.382342,0.975907,0.141897,0.210982,1,1,0.15,0.345302,0
307,64.410906,46.360901,115.310127,1,23.807251,0.065717,0.062641,0,0,1,218.289094,305.389099,-64.689873,1,85.706104,0.214107,4,0,0,1,0.6,2.524725,0
308,64.439723,46.393615,116.084653,1,23.805717,0.059209,0.062624,0,0,1,218.260277,305.356385,-63.915347,1,85.700581,0.197665,4,0,0,1,0.4,2.459055,0
309,65.542822,43.694204,112.980236,2.045707,23.625904,0.087359,0.041831,0,0,1,217.157178,308.055796,-67.019764,2.045707,85.053254,1.104425,0.474939,0,0,0,0.2,4.25164,0
310,65.686387,40.670929,56.464028,2.980367,21.359377,0.165476,0.074823,0,0,1,217.013613,311.079071,-123.535972,2.980367,76.893757,14.265327,1.522593,0,1,0,0.25,3.585552,1
311,65.734053,43.584509,151.571927,2.452102,14.041522,0.482304,0.082227,0.044231,1,1,216.965947,308.165491,-28.428073,2.452102,50.549479,0.44933,4,0.356578,0,1,0.25,2.875982,0
312,65.880846,43.874719,140.209859,2.491677,19.864355,0.093065,4,0,0,1,216.819154,307.875281,-39.790141,2.491677,71.511678,0.993372,0.435149,0,0,0,0.25,0.2475,0
313,65.902013,43.585354,151.886206,2.459132,14.11458,0.524747,0.080766,0.004063,1,1,216.797987,308.164646,-28.113794,2.459132,50.812488,0.486433,4,0.306085,0,1,0.35,2.915079,0
314,66.228266,45.75193,145.683353,2.237226,21.151408,0.593473,0.051506,0,0,1,216.471734,305.99807,-34.316647,2.237226,76.145069,1.102976,0.138096,0,1,0,0.25,1.208044,0
315,66.385414,43.593641,152.52947,2.45782,14.010659,0.552517,0.078618,0.014138,1,1,216.314586,308.156359,-27.47053,2.45782,50.438372,0.566367,4,0.246907,0,1,0.35,3.120539,0
316,66.389545,43.593623,152.53235,2.457822,14.010557,0.553213,0.078804,0.009349,1,1,216.310455,308.156377,-27.46765,2.457822,50.438005,0.567583,4,0.242171,0,1,0.75,3.121476,0
317,66.527047,45.751977,145.618691,2.202733,21.156405,0.559912,0.05191,0,0,1,216.172953,305.998023,-34.381309,2.202733,76.163058,1.060745,0.634102,0,0,0,0.2,1.147387,0
318,66.647416,43.580517,141.101668,2.610295,21.011215,0.476222,0.04871,0.055234,0,1,216.052584,308.169483,-38.898332,2.610295,75.640374,0.561742,0.093773,0,1,0,0.25,0.440546,0
319,66.654663,43.545682,140.980142,2.600258,21.011512,0.521785,0.049626,0.011082,0,1,216.045337,308.204318,-39.019858,2.600258,75.641443,0.544899,4,0,0,0,0.65,0.506837,0
320,66.676848,43.622036,141.562019,2.62496,20.971802,0.445117,0.048498,0.088367,0,1,216.023152,308.127964,-38.437981,2.62496,75.498487,0.567667,4,0,0,0,0.35,0.312545,0
321,66.686118,43.624416,141.64694,2.623496,20.964093,0.45541,0.049542,0.085407,0,1,216.013882,308.125584,-38.35306,2.623496,75.470735,0.585974,0.093776,0,1,0,0.3,0.305026,0
322,67.031797,40.700376,82.345667,2.727456,21.928857,0.316242,0.054994,0,0,1,215.668203,311.049624,-97.654333,2.727456,78.943885,8.562887,1.12786,0,1,0,0.2,8.031571,1
323,67.098419,40.556261,84.344841,2.651595,22.138761,0.149154,0.073173,0.013108,0,1,215.601581,311.193739,-95.655159,2.651595,79.69954,6.178408,0.75093,0,1,0,0.25,8.543961,1
324,67.164307,40.611316,82.71828,2.657741,21.985591,0.05494,0.054286,0.116056,0,1,215.535693,311.138684,-97.28172,2.657741,79.148128,7.302212,0.9125,0,1,0,0.2,8.218182,1
325,67.204618,40.60882,82.792714,2.650748,22.028942,0.067582,0.050757,0.149147,0,1,215.495382,311.14118,-97.207286,2.650748,79.304191,6.868317,0.9125,0,1,0,0.25,8.237932,1
326,67.223724,40.632615,84.672023,2.671613,22.077024,0.103788,0.081041,0.084531,0,1,215.476276,311.117385,-95.327977,2.671613,79.477286,7.125054,0.858603,0,1,0,0.4,8.507934,1
327,67.223912,40.634997,84.67548,2.672074,22.076929,0.104947,0.080982,0.08087,0,1,215.476088,311.115003,-95.32452,2.672074,79.476944,7.12624,0.858603,0,1,0,0.25,8.505922,1
328,67.759863,39.119508,43.444632,3.908121,20.344033,0.73022,0.058693,0,0,1,214.940137,312.630492,-136.555368,3.908121,73.238519,21.864271,2.813123,0,0,0,0.2,0.04422,1
329,67.847073,45.611541,113.32558,1.37644,23.787534,0.345451,0.049281,0,0,1,214.852927,306.138459,-66.67442,1.37644,85.635122,0.902821,0.23827,0,1,0,0.25,2.911794,0
330,68.100493,45.629253,112.041375,1.339988,23.83537,0.314048,0.056268,0,0,1,214.599507,306.120747,-67.958625,1.339988,85.807332,0.843767,0.14193,0,1,0,0.2,3.004971,0
331,68.112765,45.641313,112.534221,1.333931,23.837295,0.295435,0.054751,0,0,1,214.587235,306.108687,-67.465779,1.333931,85.814262,0.827435,0.141934,0,1,0,0.15,2.969169,0
332,68.148872,45.636332,111.576579,1.330999,23.834208,0.310228,0.05922,0,0,1,214.551128,306.113668,-68.423421,1.330999,85.803149,0.870215,0.163624,0,1,0,0.15,3.032678,0
333,68.605434,39.122791,43.023026,3.794449,20.269131,0.487148,0.057541,0,0,1,214.094566,312.627209,-136.976974,3.794449,72.968872,21.468737,2.74283,0,0,0,0.4,0.114088,1
334,68.820713,45.528039,108.779859,1.124619,24.466458,0.318337,0.040999,0,0,1,213.879287,306.221961,-71.220141,1.124619,88.079249,0.212626,4,0,0,1,0.4,3.49626,0
335,69.036009,42.294708,76.236613,2.064333,22.484157,0.226565,0.045701,0.021793,0,1,213.663991,309.455292,-103.763387,2.064333,80.942965,3.838109,0.485306,0,1,0,0.15,6.048048,0
336,69.051819,39.136282,43.780907,3.721891,20.288571,0.450938,0.05789,0,0,1,213.648181,312.613718,-136.219093,3.721891,73.038856,21.473127,2.682001,0,0,0,0.25,0.384951,1
337,69.0752,42.255069,76.199198,2.033177,22.487273,0.358142,0.046829,0.004208,0,1,213.6248,309.494931,-103.800802,2.033177,80.954183,2.976218,0.424193,0,1,0,0.15,6.110006,0
338,69.910203,45.298917,98.84589,1.010699,23.691884,0.570132,0.048431,0,0,1,212.789797,306.451083,-81.15411,1.010699,85.290782,0.210523,0.093783,0.057829,1,1,0.15,4.261359,0
339,73.533722,42.163151,137.30053,2.16075,14.540113,0.056189,4,0,0,1,209.166278,309.586849,-42.69947,2.16075,52.344407,1.033751,0.138107,0,1,0,0.15,0.539909,0
340,74.401824,38.745614,67.639517,2.953473,20.867012,0.256016,0.056023,0.038753,0,1,208.298176,313.004386,-112.360483,2.953473,75.121243,19.245038,1.773847,0,1,0,0.35,6.632083,1
341,74.407105,38.744414,67.746388,2.953617,20.859912,0.267077,0.056617,0.032171,0,1,208.292895,313.005586,-112.253612,2.953617,75.095683,19.254453,1.773847,0,1,0,0.4,6.651497,1
342,74.434346,38.744404,67.732641,2.953616,20.855414,0.266377,0.05883,0.01836,0,1,208.265654,313.005596,-112.267359,2.953616,75.07949,19.292929,1.773847,0,1,0,0.3,6.6459,1
343,74.440949,38.744173,67.77752,2.953344,20.858286,0.26691,0.058214,0.008787,0,1,208.259051,313.005827,-112.22248,2.953344,75.08983,19.27864,1.773847,0,1,0,0.35,6.655547,1
344,74.441082,38.74444,67.777766,2.953616,20.857982,0.268253,0.058287,0.004864,0,1,208.258918,313.00556,-112.222234,2.953616,75.088735,19.279611,1.773847,0,1,0,0.3,6.654754,1
345,74.481849,38.592585,67.708025,2.96757,20.824214,0.188794,0.069284,0.051422,0,1,208.218151,313.157415,-112.291975,2.96757,74.96717,19.441327,1.881596,0,1,0,0.25,6.756699,1
346,74.484076,38.747686,68.048,2.959833,20.864618,0.311599,0.056917,0,0,1,208.215924,313.002314,-111.952,2.959833,75.112625,19.26797,1.881531,0,1,0,0.2,6.691499,1
347,74.48533,38.591649,67.708894,2.967986,20.823226,0.190786,0.069641,0.032662,0,1,208.21467,313.158351,-112.291106,2.967986,74.963614,19.103176,1.881596,0,1,0,0.3,6.756539,1
348,74.83687,38.831189,70.019669,2.924109,20.894827,0.380441,0.050082,0,0,1,207.86313,312.918811,-109.980331,2.924109,75.221377,19.405366,1.935427,0,1,0,0.15,7.037626,1
349,76.025641,44.683837,153.583933,3.600362,25,0.213121,0.106164,0,0,1,206.674359,307.066163,-26.416067,3.600362,90,0.603453,0.302513,0,0,0,0.3,3.870702,0
350,76.080219,44.619835,153.05127,3.590568,25,0.219218,0.110121,0,0,1,206.619781,307.130165,-26.94873,3.590568,90,0.725864,4,0,0,0,0.4,3.738034,0
351,76.215153,44.79293,155.638062,3.589672,24.982435,0.04424,4,0,0,1,206.484847,306.95707,-24.361938,3.589672,89.936766,0.446084,0.099138,0,0,1,0.35,4.17905,0
352,76.220309,44.79139,151.999223,3.568024,24.917916,0.554171,0.039714,0,0,1,206.479691,306.95861,-28.000777,3.568024,89.704498,1.084231,4,0,0,0,0.45,3.794362,0
353,76.220946,44.795067,151.976279,3.565247,24.924574,0.555709,0.039963,0,0,1,206.479054,306.954933,-28.023721,3.565247,89.728466,1.082672,4,0,0,0,0.35,3.787149,0
354,76.240836,44.764986,155.845598,3.592484,25,0.06536,4,0,0,1,206.459164,306.985014,-24.154402,3.592484,90,0.367047,4,0,0,1,0.45,4.17454,0
355,77.04591,35.159895,76.110723,2.097875,11.753361,0.323216,0.102026,0.022313,1,1,205.65409,316.590105,-103.889277,2.097875,42.3121,1.411801,0.246696,0,1,0,0.2,10.832575,0
356,77.421432,35,76.439667,2.098018,11.72154,0.277323,0.097516,0.063462,1,1,205.278568,316.75,-103.560333,2.098018,42.197544,1.324851,0.208499,0,1,0,0.15,11.052141,0
357,77.864846,35.495513,76.465758,2.097883,11.7337,0.828925,0.091183,0,1,1,204.835154,316.254487,-103.534242,2.097883,42.24132,1.899517,0.27876,0,1,0,0.15,10.547497,0
358,78.355576,41.273591,98.358856,2.364457,23.159659,0.287687,0.04254,0,0,1,204.344424,310.476409,-81.641144,2.364457,83.374772,9.211908,1.008849,0,1,0,0.15,7.669637,1
